======================================================================
CONTEO DE FRECUENCIA DE PALABRAS
======================================================================
Total de palabras: 5000
Palabras únicas: 3750
======================================================================
PALABRA                        FRECUENCIA      PORCENTAJE     
resistant                      1                 0.02%
resolutions                    1                 0.02%
resolve                        1                 0.02%
resort                         1                 0.02%
resources                      1                 0.02%
respondent                     1                 0.02%
respondents                    1                 0.02%
response                       1                 0.02%
responsible                    1                 0.02%
rest                           1                 0.02%
restaurants                    1                 0.02%
restricted                     1                 0.02%
restrictions                   1                 0.02%
restructuring                  1                 0.02%
result                         1                 0.02%
resulted                       1                 0.02%
retail                         1                 0.02%
retreat                        1                 0.02%
retrieval                      1                 0.02%
retrieved                      1                 0.02%
returned                       1                 0.02%
returns                        1                 0.02%
reunion                        1                 0.02%
reveal                         1                 0.02%
revealed                       1                 0.02%
reveals                        1                 0.02%
revenge                        1                 0.02%
reviewed                       1                 0.02%
reviews                        1                 0.02%
revised                        1                 0.02%
reward                         1                 0.02%
rfc                            1                 0.02%
rg                             1                 0.02%
ri                             1                 0.02%
ribbon                         1                 0.02%
rice                           1                 0.02%
richard                        1                 0.02%
richards                       1                 0.02%
richmond                       1                 0.02%
rico                           1                 0.02%
rid                            1                 0.02%
rider                          1                 0.02%
ridge                          1                 0.02%
right                          1                 0.02%
rights                         1                 0.02%
ring                           1                 0.02%
rings                          1                 0.02%
rip                            1                 0.02%
ripe                           1                 0.02%
rising                         1                 0.02%
rj                             1                 0.02%
rl                             1                 0.02%
rna                            1                 0.02%
rob                            1                 0.02%
robert                         1                 0.02%
robinson                       1                 0.02%
rocks                          1                 0.02%
rod                            1                 0.02%
roger                          1                 0.02%
roland                         1                 0.02%
roles                          1                 0.02%
roll                           1                 0.02%
rolled                         1                 0.02%
roller                         1                 0.02%
rolling                        1                 0.02%
romantic                       1                 0.02%
ron                            1                 0.02%
room                           1                 0.02%
rooms                          1                 0.02%
root                           1                 0.02%
roots                          1                 0.02%
rose                           1                 0.02%
roster                         1                 0.02%
roughly                        1                 0.02%
route                          1                 0.02%
routers                        1                 0.02%
routes                         1                 0.02%
routine                        1                 0.02%
row                            1                 0.02%
royal                          1                 0.02%
rp                             1                 0.02%
rr                             1                 0.02%
rrp                            1                 0.02%
rt                             1                 0.02%
rubber                         1                 0.02%
ruby                           1                 0.02%
rugby                          1                 0.02%
ruling                         1                 0.02%
runner                         1                 0.02%
running                        1                 0.02%
russell                        1                 0.02%
russia                         1                 0.02%
russian                        1                 0.02%
rv                             1                 0.02%
rw                             1                 0.02%
ryan                           1                 0.02%
s                              1                 0.02%
sa                             1                 0.02%
safe                           1                 0.02%
safely                         1                 0.02%
safer                          1                 0.02%
safety                         1                 0.02%
said                           1                 0.02%
sail                           1                 0.02%
sailing                        1                 0.02%
salad                          1                 0.02%
sale                           1                 0.02%
salem                          1                 0.02%
salmon                         1                 0.02%
salt                           1                 0.02%
salvador                       1                 0.02%
salvation                      1                 0.02%
sam                            1                 0.02%
samba                          1                 0.02%
sanyo                          1                 0.02%
sao                            1                 0.02%
sap                            1                 0.02%
sat                            1                 0.02%
satellite                      1                 0.02%
satisfaction                   1                 0.02%
saturday                       1                 0.02%
savage                         1                 0.02%
save                           1                 0.02%
saving                         1                 0.02%
savings                        1                 0.02%
say                            1                 0.02%
sbjct                          1                 0.02%
scan                           1                 0.02%
scanned                        1                 0.02%
scanners                       1                 0.02%
scene                          1                 0.02%
schedule                       1                 0.02%
schemes                        1                 0.02%
school                         1                 0.02%
science                        1                 0.02%
scientific                     1                 0.02%
scotia                         1                 0.02%
scott                          1                 0.02%
scout                          1                 0.02%
screen                         1                 0.02%
screensavers                   1                 0.02%
screenshot                     1                 0.02%
scuba                          1                 0.02%
sd                             1                 0.02%
sea                            1                 0.02%
sealed                         1                 0.02%
sean                           1                 0.02%
searchcom                      1                 0.02%
searches                       1                 0.02%
seas                           1                 0.02%
season                         1                 0.02%
seasonal                       1                 0.02%
seat                           1                 0.02%
secondary                      1                 0.02%
secretariat                    1                 0.02%
section                        1                 0.02%
secure                         1                 0.02%
seeds                          1                 0.02%
seek                           1                 0.02%
seem                           1                 0.02%
segment                        1                 0.02%
selecting                      1                 0.02%
selective                      1                 0.02%
sell                           1                 0.02%
semi                           1                 0.02%
senator                        1                 0.02%
send                           1                 0.02%
sensitivity                    1                 0.02%
sensor                         1                 0.02%
sensors                        1                 0.02%
sentence                       1                 0.02%
seo                            1                 0.02%
sep                            1                 0.02%
separate                       1                 0.02%
separated                      1                 0.02%
sept                           1                 0.02%
seq                            1                 0.02%
sequences                      1                 0.02%
ser                            1                 0.02%
series                         1                 0.02%
serum                          1                 0.02%
served                         1                 0.02%
serves                         1                 0.02%
services                       1                 0.02%
settlement                     1                 0.02%
setup                          1                 0.02%
seven                          1                 0.02%
several                        1                 0.02%
severe                         1                 0.02%
sewing                         1                 0.02%
sex                            1                 0.02%
sexual                         1                 0.02%
sexuality                      1                 0.02%
sexy                           1                 0.02%
sh                             1                 0.02%
shadow                         1                 0.02%
shaft                          1                 0.02%
shakira                        1                 0.02%
shares                         1                 0.02%
sharp                          1                 0.02%
shaved                         1                 0.02%
she                            1                 0.02%
shed                           1                 0.02%
sheet                          1                 0.02%
shelter                        1                 0.02%
shemales                       1                 0.02%
shield                         1                 0.02%
ship                           1                 0.02%
shipment                       1                 0.02%
shipped                        1                 0.02%
shipping                       1                 0.02%
ships                          1                 0.02%
shoe                           1                 0.02%
shopper                        1                 0.02%
shops                          1                 0.02%
shortcuts                      1                 0.02%
shortly                        1                 0.02%
shot                           1                 0.02%
shots                          1                 0.02%
shoulder                       1                 0.02%
show                           1                 0.02%
showcase                       1                 0.02%
showed                         1                 0.02%
shown                          1                 0.02%
sic                            1                 0.02%
sick                           1                 0.02%
sides                          1                 0.02%
sie                            1                 0.02%
sierra                         1                 0.02%
sig                            1                 0.02%
sigma                          1                 0.02%
sign                           1                 0.02%
signal                         1                 0.02%
signed                         1                 0.02%
signs                          1                 0.02%
silence                        1                 0.02%
silent                         1                 0.02%
silicon                        1                 0.02%
silk                           1                 0.02%
similarly                      1                 0.02%
simon                          1                 0.02%
simplified                     1                 0.02%
simulations                    1                 0.02%
singapore                      1                 0.02%
singer                         1                 0.02%
singh                          1                 0.02%
singing                        1                 0.02%
sister                         1                 0.02%
sisters                        1                 0.02%
site                           1                 0.02%
sk                             1                 0.02%
skills                         1                 0.02%
sku                            1                 0.02%
sleeps                         1                 0.02%
sleeve                         1                 0.02%
slide                          1                 0.02%
slideshow                      1                 0.02%
slight                         1                 0.02%
slot                           1                 0.02%
slovenia                       1                 0.02%
slow                           1                 0.02%
slut                           1                 0.02%
sm                             1                 0.02%
small                          1                 0.02%
smaller                        1                 0.02%
sn                             1                 0.02%
snow                           1                 0.02%
snowboard                      1                 0.02%
so                             1                 0.02%
soa                            1                 0.02%
soc                            1                 0.02%
sodium                         1                 0.02%
sofa                           1                 0.02%
softball                       1                 0.02%
software                       1                 0.02%
solar                          1                 0.02%
soldier                        1                 0.02%
soldiers                       1                 0.02%
solo                           1                 0.02%
solving                        1                 0.02%
soma                           1                 0.02%
someone                        1                 0.02%
sometimes                      1                 0.02%
song                           1                 0.02%
soon                           1                 0.02%
sophisticated                  1                 0.02%
sorry                          1                 0.02%
sorts                          1                 0.02%
sound                          1                 0.02%
sources                        1                 0.02%
southampton                    1                 0.02%
southern                       1                 0.02%
soviet                         1                 0.02%
spaces                         1                 0.02%
spam                           1                 0.02%
span                           1                 0.02%
spank                          1                 0.02%
speak                          1                 0.02%
speaker                        1                 0.02%
special                        1                 0.02%
specialists                    1                 0.02%
specialty                      1                 0.02%
specifically                   1                 0.02%
specifies                      1                 0.02%
spectacular                    1                 0.02%
speech                         1                 0.02%
speeds                         1                 0.02%
spending                       1                 0.02%
spent                          1                 0.02%
sphere                         1                 0.02%
spice                          1                 0.02%
spies                          1                 0.02%
spin                           1                 0.02%
spine                          1                 0.02%
sponsors                       1                 0.02%
spot                           1                 0.02%
spotlight                      1                 0.02%
springfield                    1                 0.02%
spy                            1                 0.02%
sql                            1                 0.02%
squad                          1                 0.02%
square                         1                 0.02%
squirting                      1                 0.02%
sr                             1                 0.02%
sri                            1                 0.02%
ss                             1                 0.02%
stability                      1                 0.02%
stack                          1                 0.02%
stadium                        1                 0.02%
stainless                      1                 0.02%
stamp                          1                 0.02%
standings                      1                 0.02%
stars                          1                 0.02%
start                          1                 0.02%
starter                        1                 0.02%
state                          1                 0.02%
stated                         1                 0.02%
statement                      1                 0.02%
statewide                      1                 0.02%
stating                        1                 0.02%
stations                       1                 0.02%
status                         1                 0.02%
stay                           1                 0.02%
std                            1                 0.02%
step                           1                 0.02%
stephen                        1                 0.02%
stevens                        1                 0.02%
stewart                        1                 0.02%
stickers                       1                 0.02%
sticks                         1                 0.02%
stomach                        1                 0.02%
storage                        1                 0.02%
strange                        1                 0.02%
stranger                       1                 0.02%
strategies                     1                 0.02%
street                         1                 0.02%
streets                        1                 0.02%
strength                       1                 0.02%
strengths                      1                 0.02%
strict                         1                 0.02%
strings                        1                 0.02%
stripes                        1                 0.02%
strong                         1                 0.02%
struct                         1                 0.02%
stuck                          1                 0.02%
stud                           1                 0.02%
studies                        1                 0.02%
studying                       1                 0.02%
stuff                          1                 0.02%
stupid                         1                 0.02%
style                          1                 0.02%
styles                         1                 0.02%
subaru                         1                 0.02%
subcommittee                   1                 0.02%
subject                        1                 0.02%
sublime                        1                 0.02%
submission                     1                 0.02%
subscriber                     1                 0.02%
subsequent                     1                 0.02%
substances                     1                 0.02%
substantial                    1                 0.02%
substantially                  1                 0.02%
substitute                     1                 0.02%
suburban                       1                 0.02%
success                        1                 0.02%
such                           1                 0.02%
sucks                          1                 0.02%
sudan                          1                 0.02%
suddenly                       1                 0.02%
suffering                      1                 0.02%
suggest                        1                 0.02%
suggested                      1                 0.02%
suggesting                     1                 0.02%
suit                           1                 0.02%
suite                          1                 0.02%
suites                         1                 0.02%
sullivan                       1                 0.02%
summit                         1                 0.02%
sunglasses                     1                 0.02%
sunshine                       1                 0.02%
superintendent                 1                 0.02%
supervision                    1                 0.02%
supervisors                    1                 0.02%
supplement                     1                 0.02%
supplied                       1                 0.02%
suppliers                      1                 0.02%
supplies                       1                 0.02%
supported                      1                 0.02%
supposed                       1                 0.02%
sur                            1                 0.02%
surface                        1                 0.02%
surfaces                       1                 0.02%
surfing                        1                 0.02%
surge                          1                 0.02%
surgeon                        1                 0.02%
surgical                       1                 0.02%
surname                        1                 0.02%
surprising                     1                 0.02%
surveillance                   1                 0.02%
survey                         1                 0.02%
susan                          1                 0.02%
suse                           1                 0.02%
suspended                      1                 0.02%
suspension                     1                 0.02%
sustainable                    1                 0.02%
sustained                      1                 0.02%
suzuki                         1                 0.02%
sv                             1                 0.02%
swap                           1                 0.02%
sweet                          1                 0.02%
swift                          1                 0.02%
switch                         1                 0.02%
sword                          1                 0.02%
symantec                       1                 0.02%
symphony                       1                 0.02%
synthesis                      1                 0.02%
sys                            1                 0.02%
ta                             1                 0.02%
tackle                         1                 0.02%
tactics                        1                 0.02%
tail                           1                 0.02%
taiwan                         1                 0.02%
takes                          1                 0.02%
tale                           1                 0.02%
talented                       1                 0.02%
tales                          1                 0.02%
talks                          1                 0.02%
tamil                          1                 0.02%
tanks                          1                 0.02%
tap                            1                 0.02%
targeted                       1                 0.02%
targets                        1                 0.02%
task                           1                 0.02%
tasks                          1                 0.02%
taste                          1                 0.02%
tattoo                         1                 0.02%
tax                            1                 0.02%
taxation                       1                 0.02%
tba                            1                 0.02%
teach                          1                 0.02%
teachers                       1                 0.02%
teaches                        1                 0.02%
teams                          1                 0.02%
technician                     1                 0.02%
technique                      1                 0.02%
techrepublic                   1                 0.02%
ted                            1                 0.02%
teddy                          1                 0.02%
tee                            1                 0.02%
teenage                        1                 0.02%
teens                          1                 0.02%
telecharger                    1                 0.02%
telecom                        1                 0.02%
telecommunications             1                 0.02%
telescope                      1                 0.02%
television                     1                 0.02%
televisions                    1                 0.02%
temperature                    1                 0.02%
temperatures                   1                 0.02%
ten                            1                 0.02%
tend                           1                 0.02%
tennis                         1                 0.02%
termination                    1                 0.02%
terms                          1                 0.02%
terrace                        1                 0.02%
terrible                       1                 0.02%
territories                    1                 0.02%
terror                         1                 0.02%
terrorists                     1                 0.02%
testament                      1                 0.02%
tested                         1                 0.02%
testing                        1                 0.02%
tests                          1                 0.02%
tex                            1                 0.02%
texas                          1                 0.02%
textile                        1                 0.02%
textiles                       1                 0.02%
texts                          1                 0.02%
theater                        1                 0.02%
thee                           1                 0.02%
thehun                         1                 0.02%
theories                       1                 0.02%
therapist                      1                 0.02%
there                          1                 0.02%
thereafter                     1                 0.02%
these                          1                 0.02%
thesis                         1                 0.02%
thickness                      1                 0.02%
thin                           1                 0.02%
third                          1                 0.02%
thong                          1                 0.02%
thoroughly                     1                 0.02%
those                          1                 0.02%
though                         1                 0.02%
thousand                       1                 0.02%
threatened                     1                 0.02%
threatening                    1                 0.02%
threesome                      1                 0.02%
thriller                       1                 0.02%
through                        1                 0.02%
throughout                     1                 0.02%
throw                          1                 0.02%
thrown                         1                 0.02%
throws                         1                 0.02%
thu                            1                 0.02%
thumb                          1                 0.02%
thumbnail                      1                 0.02%
thumbzilla                     1                 0.02%
ti                             1                 0.02%
tickets                        1                 0.02%
tie                            1                 0.02%
til                            1                 0.02%
tiles                          1                 0.02%
tim                            1                 0.02%
timeline                       1                 0.02%
timing                         1                 0.02%
tion                           1                 0.02%
tires                          1                 0.02%
titles                         1                 0.02%
toddler                        1                 0.02%
tokyo                          1                 0.02%
told                           1                 0.02%
tolerance                      1                 0.02%
toll                           1                 0.02%
tom                            1                 0.02%
tomorrow                       1                 0.02%
tony                           1                 0.02%
toolbox                        1                 0.02%
toolkit                        1                 0.02%
tools                          1                 0.02%
topic                          1                 0.02%
toronto                        1                 0.02%
total                          1                 0.02%
totally                        1                 0.02%
touched                        1                 0.02%
touring                        1                 0.02%
tourist                        1                 0.02%
tournament                     1                 0.02%
tournaments                    1                 0.02%
tower                          1                 0.02%
town                           1                 0.02%
toxic                          1                 0.02%
tp                             1                 0.02%
trace                          1                 0.02%
track                          1                 0.02%
trackbacks                     1                 0.02%
tracker                        1                 0.02%
tract                          1                 0.02%
trail                          1                 0.02%
trailer                        1                 0.02%
trails                         1                 0.02%
train                          1                 0.02%
transcripts                    1                 0.02%
transfer                       1                 0.02%
transfers                      1                 0.02%
translation                    1                 0.02%
transmit                       1                 0.02%
transparent                    1                 0.02%
transport                      1                 0.02%
transportation                 1                 0.02%
trash                          1                 0.02%
travel                         1                 0.02%
travelers                      1                 0.02%
tray                           1                 0.02%
treasures                      1                 0.02%
treat                          1                 0.02%
treaty                         1                 0.02%
trend                          1                 0.02%
trial                          1                 0.02%
triangle                       1                 0.02%
tribune                        1                 0.02%
tried                          1                 0.02%
tries                          1                 0.02%
trim                           1                 0.02%
trinity                        1                 0.02%
trip                           1                 0.02%
troops                         1                 0.02%
tropical                       1                 0.02%
trout                          1                 0.02%
troy                           1                 0.02%
trucks                         1                 0.02%
true                           1                 0.02%
trust                          1                 0.02%
trusted                        1                 0.02%
trustee                        1                 0.02%
tub                            1                 0.02%
tubes                          1                 0.02%
tuesday                        1                 0.02%
tumor                          1                 0.02%
tuner                          1                 0.02%
tuning                         1                 0.02%
turns                          1                 0.02%
tutorial                       1                 0.02%
tutorials                      1                 0.02%
tvs                            1                 0.02%
twice                          1                 0.02%
twinks                         1                 0.02%
twist                          1                 0.02%
ty                             1                 0.02%
type                           1                 0.02%
typically                      1                 0.02%
u                              1                 0.02%
ultra                          1                 0.02%
un                             1                 0.02%
unauthorized                   1                 0.02%
unavailable                    1                 0.02%
uncertainty                    1                 0.02%
underground                    1                 0.02%
understanding                  1                 0.02%
undertaken                     1                 0.02%
uni                            1                 0.02%
uniprotkb                      1                 0.02%
units                          1                 0.02%
univ                           1                 0.02%
universe                       1                 0.02%
university                     1                 0.02%
unix                           1                 0.02%
unknown                        1                 0.02%
unlikely                       1                 0.02%
unnecessary                    1                 0.02%
untitled                       1                 0.02%
up                             1                 0.02%
upcoming                       1                 0.02%
update                         1                 0.02%
updated                        1                 0.02%
upload                         1                 0.02%
urge                           1                 0.02%
uri                            1                 0.02%
using                          1                 0.02%
usps                           1                 0.02%
usually                        1                 0.02%
utilize                        1                 0.02%
utils                          1                 0.02%
uw                             1                 0.02%
va                             1                 0.02%
vacation                       1                 0.02%
vaccine                        1                 0.02%
valentine                      1                 0.02%
valuable                       1                 0.02%
valuation                      1                 0.02%
valve                          1                 0.02%
variations                     1                 0.02%
varies                         1                 0.02%
vast                           1                 0.02%
vatican                        1                 0.02%
vc                             1                 0.02%
vcr                            1                 0.02%
vegas                          1                 0.02%
vegetables                     1                 0.02%
vehicle                        1                 0.02%
vehicles                       1                 0.02%
velvet                         1                 0.02%
vendor                         1                 0.02%
venezuela                      1                 0.02%
ventures                       1                 0.02%
venues                         1                 0.02%
ver                            1                 0.02%
verizon                        1                 0.02%
vertex                         1                 0.02%
vertical                       1                 0.02%
very                           1                 0.02%
verzeichnis                    1                 0.02%
vessels                        1                 0.02%
veterans                       1                 0.02%
veterinary                     1                 0.02%
vg                             1                 0.02%
vi                             1                 0.02%
via                            1                 0.02%
vibrators                      1                 0.02%
victor                         1                 0.02%
victory                        1                 0.02%
vid                            1                 0.02%
videos                         1                 0.02%
vids                           1                 0.02%
vienna                         1                 0.02%
vietnamese                     1                 0.02%
viewed                         1                 0.02%
viewers                        1                 0.02%
vii                            1                 0.02%
village                        1                 0.02%
villas                         1                 0.02%
vinyl                          1                 0.02%
violation                      1                 0.02%
violations                     1                 0.02%
violence                       1                 0.02%
violin                         1                 0.02%
visit                          1                 0.02%
visiting                       1                 0.02%
vitamins                       1                 0.02%
vocabulary                     1                 0.02%
vocal                          1                 0.02%
void                           1                 0.02%
volkswagen                     1                 0.02%
volleyball                     1                 0.02%
volunteers                     1                 0.02%
volvo                          1                 0.02%
vote                           1                 0.02%
voted                          1                 0.02%
voting                         1                 0.02%
voyeurweb                      1                 0.02%
wage                           1                 0.02%
wages                          1                 0.02%
wagner                         1                 0.02%
walk                           1                 0.02%
wall                           1                 0.02%
wallace                        1                 0.02%
wallet                         1                 0.02%
wallpapers                     1                 0.02%
walls                          1                 0.02%
walnut                         1                 0.02%
wan                            1                 0.02%
wang                           1                 0.02%
wanted                         1                 0.02%
wanting                        1                 0.02%
wants                          1                 0.02%
war                            1                 0.02%
warcraft                       1                 0.02%
warnings                       1                 0.02%
warrant                        1                 0.02%
warriors                       1                 0.02%
wars                           1                 0.02%
was                            1                 0.02%
wash                           1                 0.02%
washer                         1                 0.02%
washington                     1                 0.02%
watershed                      1                 0.02%
watts                          1                 0.02%
wave                           1                 0.02%
way                            1                 0.02%
wayne                          1                 0.02%
ways                           1                 0.02%
we                             1                 0.02%
weather                        1                 0.02%
webpage                        1                 0.02%
webshots                       1                 0.02%
webster                        1                 0.02%
wed                            1                 0.02%
weddings                       1                 0.02%
wednesday                      1                 0.02%
week                           1                 0.02%
weekend                        1                 0.02%
weighted                       1                 0.02%
weird                          1                 0.02%
welcome                        1                 0.02%
welding                        1                 0.02%
well                           1                 0.02%
wells                          1                 0.02%
west                           1                 0.02%
whale                          1                 0.02%
whats                          1                 0.02%
wherever                       1                 0.02%
which                          1                 0.02%
whilst                         1                 0.02%
white                          1                 0.02%
who                            1                 0.02%
whore                          1                 0.02%
wichita                        1                 0.02%
wider                          1                 0.02%
wifi                           1                 0.02%
wiki                           1                 0.02%
wikipedia                      1                 0.02%
william                        1                 0.02%
wind                           1                 0.02%
winds                          1                 0.02%
wing                           1                 0.02%
winners                        1                 0.02%
wire                           1                 0.02%
wisconsin                      1                 0.02%
wise                           1                 0.02%
wizard                         1                 0.02%
wma                            1                 0.02%
womens                         1                 0.02%
won                            1                 0.02%
wonder                         1                 0.02%
wooden                         1                 0.02%
worcester                      1                 0.02%
words                          1                 0.02%
work                           1                 0.02%
workers                        1                 0.02%
workflow                       1                 0.02%
worlds                         1                 0.02%
worldwide                      1                 0.02%
worry                          1                 0.02%
worth                          1                 0.02%
worthy                         1                 0.02%
wound                          1                 0.02%
wow                            1                 0.02%
wp                             1                 0.02%
wr                             1                 0.02%
wrestling                      1                 0.02%
writer                         1                 0.02%
writes                         1                 0.02%
writings                       1                 0.02%
wrong                          1                 0.02%
wt                             1                 0.02%
wu                             1                 0.02%
ww                             1                 0.02%
wx                             1                 0.02%
xerox                          1                 0.02%
